NAME,CHART_TYPE,IMAGE_TYPE,URL
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.DessinElements.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/DessinElements.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.GestionBagageManuel.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/GestionBagageManuel.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_-_GenererBagagesAuto.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge - GenererBagagesAuto.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge-AvancerBagagesTapis.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge-AvancerBagagesTapis.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge-AvancerBagagesToboggan.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge-AvancerBagagesToboggan.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge-AvancerChariot.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge-AvancerChariot.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge-Boite_Noire.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge-Boite_Noire.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Chariot_DeposerBagage.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Chariot_DeposerBagage.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Chariot_RetirerBagage.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Chariot_RetirerBagage.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Intersection_AvancerChariot.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Intersection_AvancerChariot.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Intersection_GetDistanceProchainChariot.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Intersection_GetDistanceProchainChariot.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Intersection_deposerBagage.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Intersection_deposerBagage.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Intersection_retirerBagage.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Intersection_retirerBagage.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Rail_AvancerChariot.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Rail_AvancerChariot.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.diagrammes_sequences.TopHorloge_Rail_GetDistanceProchainChariot.sequence_diagram.png,Sequence,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/diagrammes_sequences/TopHorloge_Rail_GetDistanceProchainChariot.sequence_diagram.png
Code.SGBag.IHM.javadoc.modele.modele_du_domaine.modele_du_domaine.class_diagram.png,Class,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/modele_du_domaine/modele_du_domaine.class_diagram.png
Code.SGBag.IHM.javadoc.modele.vue.Diagramme_de_classe_des_vues.class_diagram.png,Class,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/modele/vue/Diagramme de classe des vues.class_diagram.png
Code.SGBag.IHM.javadoc.noyau.DiagrammeNoyau.class_diagram.png,Class,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/noyau/DiagrammeNoyau.class_diagram.png
Code.SGBag.IHM.javadoc.noyau.ObjetsNoyauAssociations.class_diagram.png,Class,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/noyau/ObjetsNoyauAssociations.class_diagram.png
Code.SGBag.IHM.javadoc.vue.ObjetsVueNoyau.class_diagram.png,Class,png,https://raw.githubusercontent.com/4IF-H4202/SysBag/master/Code/SGBag/IHM/javadoc/vue/ObjetsVueNoyau.class_diagram.png
doc.AgentClassDiagram.png,Class,png,https://raw.githubusercontent.com/4dnucleome/cog-abm/master/doc/AgentClassDiagram.png
doc.SimulationClassDiagram.png,Class,png,https://raw.githubusercontent.com/4dnucleome/cog-abm/master/doc/SimulationClassDiagram.png
SimulationClassDiagram.png,Class,png,https://raw.githubusercontent.com/4dnucleome/cog-abm/master/SimulationClassDiagram.png
PM.Dokumentation.uml-classdiagram.png,Class,png,https://raw.githubusercontent.com/4gewinnt/dvbs/master/PM/Dokumentation/uml-classdiagram.png
practica2.Diagramas.Diagrama.png,Class,png,https://raw.githubusercontent.com/4m1g0/ipm-practicas/master/practica2/Diagramas/Diagrama.png
Class_Diagramh.png,Class,png,https://raw.githubusercontent.com/4nu81/examen/master/Class Diagramh.png
Modelisation.Modele_UML.png,Class,png,https://raw.githubusercontent.com/4r3/MVC-Boulder-Dash/master/Modelisation/Modele UML.png
ProjectUML.png,Class,png,https://raw.githubusercontent.com/5730192821-NM/Project_Zombie/master/ProjectUML.png
ngong_sus.RAID_THE_BOXES_diagram.png,Class,png,https://raw.githubusercontent.com/5730529721-VS/ngongo_Project/master/ngong_sus/RAID_THE_BOXES_diagram.png
ClassUML.png,Class,png,https://raw.githubusercontent.com/5730541121-WW/Project-Slaughter/master/ClassUML.png
DragonHeartDiagram.png,Class,png,https://raw.githubusercontent.com/5731047721-TK/ProgMethProject/master/DragonHeartDiagram.png
uml.png,Class,png,https://raw.githubusercontent.com/zlz3907/z-rmi/master/uml.png
LogicUML.png,Class,png,https://raw.githubusercontent.com/5731109021-ST/Progmeth-Project/master/LogicUML.png
AllUMLWithData.png,Class,png,https://raw.githubusercontent.com/5731109021-ST/Progmeth-Project/master/AllUMLWithData.png
AllUMLWithoutData.png,Class,png,https://raw.githubusercontent.com/5731109021-ST/Progmeth-Project/master/AllUMLWithoutData.png
LogicUMLWithData.png,Class,png,https://raw.githubusercontent.com/5731109021-ST/Progmeth-Project/master/LogicUMLWithData.png
doc.DiagrammedeclassesvFINAL.png,Class,png,https://raw.githubusercontent.com/59000/Projet-VirtualWar/master/doc/DiagrammedeclassesvFINAL.png
documentation.midUML.png,Class,png,https://raw.githubusercontent.com/593141477/FocusTracking/master/documentation/midUML.png
Design.ClassDiagram.png,Class,png,https://raw.githubusercontent.com/punchouty/hms/master/Design/ClassDiagram.png
UMLDiagram.png,Class,png,https://raw.githubusercontent.com/robert3005/Othello/master/UMLDiagram.png
WinGame.ClassDiagram.Object_classDiagram.png,Class,png,https://raw.githubusercontent.com/7ung/NMGAME/master/WinGame/ClassDiagram/Object_classDiagram.png
DistributedSystem.Documentation.Architecture_logicielle_Fault_Detector.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle Fault Detector.png
DistributedSystem.Documentation.Architecture_logicielle_complete_-1.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle complete -1.png
DistributedSystem.Documentation.Architecture_logicielle_complete_-2.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle complete -2.png
DistributedSystem.Documentation.Architecture_logicielle_complete.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle complete.png
DistributedSystem.Documentation.Architecture_logicielle_protocole.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle protocole.png
DistributedSystem.Documentation.Architecture_logicielle_test.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Architecture logicielle test.png
DistributedSystem.Documentation.Sequence_Diagram_Classic_Recept_Fault.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Sequence Diagram Classic Recept Fault.png
DistributedSystem.Documentation.Sequence_Diagram_Classic_Recept.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Sequence Diagram Classic Recept.png
DistributedSystem.Documentation.Sequence_Diagram_Classic.png,Class,png,https://raw.githubusercontent.com/88877/Distributed-System/master/DistributedSystem/Documentation/Sequence Diagram Classic.png
UML.png.png,Class,png,https://raw.githubusercontent.com/A-meerdervan/GhostProposal/master/UML.png.png
Diagrammes.ClassDiagram1.png,Class,png,https://raw.githubusercontent.com/AAiache/ProjetStructurationArchitecture/master/Diagrammes/ClassDiagram1.png
CPP.DICOMSERIESTOMOVIE.src.Graphs.DICOMSERIESTOMOVIEUMLDiagram.png,Class,png,https://raw.githubusercontent.com/ABI-Software/ICMA/master/CPP/DICOMSERIESTOMOVIE/src/Graphs/DICOMSERIESTOMOVIEUMLDiagram.png
CPP.FittingRefinedLVModel.src.Graphs.FittingRefinedLVModelUMLClassdiagram.png,Class,png,https://raw.githubusercontent.com/ABI-Software/ICMA/master/CPP/FittingRefinedLVModel/src/Graphs/FittingRefinedLVModelUMLClassdiagram.png
CPP.MRIModelStrainMeasures.src.Graphs.MRIModelStrainMeasuresUMLDiagram.png,Class,png,https://raw.githubusercontent.com/ABI-Software/ICMA/master/CPP/MRIModelStrainMeasures/src/Graphs/MRIModelStrainMeasuresUMLDiagram.png
J2EE.JBOSSInstallation.Graphs.UMLClassDiagramGraph.png,Class,png,https://raw.githubusercontent.com/ABI-Software/ICMA/master/J2EE/JBOSSInstallation/Graphs/UMLClassDiagramGraph.png
Images.Class_Diagram_Posts_Domain.png,Class,png,https://raw.githubusercontent.com/ACalitz/COS301Phase1Group1A/master/Images/Class_Diagram_Posts_Domain.png
Images.Class_Diagram__Reporting_Domain.png,Class,png,https://raw.githubusercontent.com/ACalitz/COS301Phase1Group1A/master/Images/Class_Diagram__Reporting_Domain.png
UML.UML_v5_.png,Class,png,https://raw.githubusercontent.com/ADiea/FruitsMania/master/UML/UML_v5_.png
Interim_Report.UML_DIAGRAMS.ClassDiagram.png,Class,png,https://raw.githubusercontent.com/AFlight02/FINALPROJECT/master/Interim Report/UML DIAGRAMS/ClassDiagram.png
Interim_Report.UML_DIAGRAMS.SequenceDiagram.png,Sequence,png,https://raw.githubusercontent.com/AFlight02/FINALPROJECT/master/Interim Report/UML DIAGRAMS/SequenceDiagram.png
Requirements_Analysis.UML.Sequence_Diagram_Tourn.png,Sequence,png,https://raw.githubusercontent.com/AFlight02/SoftwareEng2013_Group9/master/Requirements Analysis/UML/Sequence_Diagram_Tourn.png
Requirements_Analysis.UML.Sequence_Diagram_World.png,Sequence,png,https://raw.githubusercontent.com/AFlight02/SoftwareEng2013_Group9/master/Requirements Analysis/UML/Sequence_Diagram_World.png
Requirements_Analysis.UML.ClassDiagram.png,Class,png,https://raw.githubusercontent.com/AFlight02/SoftwareEng2013_Group9/master/Requirements Analysis/UML/ClassDiagram.png
HQC17.CreationalPatterns.ObjectPoolPattern.ObjectPoolPatternImages.object.pool_.borrow.sequence.diagram1.png,Sequence,png,https://raw.githubusercontent.com/AYankova/HQC/master/HQC17.CreationalPatterns/ObjectPoolPattern/ObjectPoolPatternImages/object.pool_.borrow.sequence.diagram1.png
HQC17.CreationalPatterns.ObjectPoolPattern.ObjectPoolPatternImages.object.pool_.return.sequence.diagram.png,Sequence,png,https://raw.githubusercontent.com/AYankova/HQC/master/HQC17.CreationalPatterns/ObjectPoolPattern/ObjectPoolPatternImages/object.pool_.return.sequence.diagram.png
SWEIIProject.war.jsp.Class_Diagram.png,Class,png,https://raw.githubusercontent.com/Abdelsattar/FCI-SWII-Project/master/SWEIIProject/war/jsp/Class Diagram.png
DiagramasUML.Class_Diagram0.png,Class,png,https://raw.githubusercontent.com/AbinerCunha/Navio/master/DiagramasUML/Class Diagram0.png
class-diagram.png,Class,png,https://raw.githubusercontent.com/xat/contao-rpc/master/class-diagram.png
src.com.uzhnu.training.lecture9.diagram.png,Class,png,https://raw.githubusercontent.com/Actine/stzi-biks-training-java/master/src/com/uzhnu/training/lecture9/diagram.png
PetB_UML.png,Class,png,https://raw.githubusercontent.com/Adamai/ProjetoPetB/master/PetB UML.png
Online_Ride_Sharing_-_Google_Maps.Middleware.sourcecode.TestWs1.build.classes.com.dao.AllUML.png,Class,png,https://raw.githubusercontent.com/AdityaHandadi/Demo_Projects_Java_Cpp/master/Online Ride Sharing - Google Maps/Middleware/sourcecode/TestWs1/build/classes/com/dao/AllUML.png
KdG13-14.Java.Oef.ShopModel.Shop_Model_Class_Diagram.png,Class,png,https://raw.githubusercontent.com/AdriVanHoudt/School/master/KdG13-14/Java/Oef/ShopModel/Shop Model Class Diagram.png
Homeworks.HighQualityCode.16.BehavioralDesignPatterns.imgs.strategy-uml.png,Class,png,https://raw.githubusercontent.com/AdrianApostolov/TelerikAcademy/master/Homeworks/HighQualityCode/16.BehavioralDesignPatterns/imgs/strategy-uml.png
ClassDiagram1.png,Class,png,https://raw.githubusercontent.com/zieredet/i10CPU/master/ClassDiagram1.png
docs.Sequence_Diagram_Pictures.SequenceDiagramTextParser_SD.png,Sequence,png,https://raw.githubusercontent.com/AgentsOfROSE/Skye/master/docs/Sequence Diagram Pictures/SequenceDiagramTextParser SD.png
manual.synthese_uml_dna.png,Class,png,https://raw.githubusercontent.com/Agurato/Graine_DNA/master/manual/synthese_uml_dna.png
Company_UMLs.class_diagram.png,Class,png,https://raw.githubusercontent.com/AhmedDeif/elmenusFeed/master/Company UMLs/class_diagram.png
